State,County,Total Precincts,Precincts Reporting,Obama,McCain,Other
Virginia,Brunswick ,14,14,"4,973","2,877",57
Virginia,Buchanan ,18,18,"4,063","4,541",95
Virginia,Buckingham ,10,10,"3,489","3,428",73
Virginia,Buena Vista ,2,2,"1,108","1,282",27
Virginia,Campbell ,18,18,"8,091","17,444",250
Virginia,Caroline ,11,11,"7,163","5,617",121
Virginia,Carroll ,19,19,"4,108","8,186",253
Virginia,Charles City ,3,3,"2,838","1,288",23
Virginia,Charlotte ,11,11,"2,705","3,372",68
Virginia,Charlottesville ,9,9,"15,705","4,078",190
Virginia,Chesapeake ,54,54,"53,993","52,624",759
Virginia,Chesterfield ,68,68,"74,310","86,413","1,110"
Virginia,Clarke ,8,8,"3,457","3,840",116
Virginia,Colonial Heights ,6,6,"2,562","6,161",104
Virginia,Covington ,5,5,"1,304","1,020",25
Virginia,Craig ,11,11,876,"1,695",47
Virginia,Culpeper ,14,14,"8,802","10,711",198
Virginia,Cumberland ,5,5,"2,255","2,418",50
Virginia,Danville ,18,18,"12,352","8,361",158
Virginia,Dickenson ,14,14,"3,278","3,324",117
Virginia,Dinwiddie ,13,13,"6,246","6,526",115
Virginia,Emporia ,7,7,"1,702",897,17
Virginia,Essex ,5,5,"2,934","2,379",46
Virginia,Fairfax ,231,231,"310,359","200,994","3,895"
Virginia,Fairfax City ,7,7,"6,571","4,686",107
Virginia,Falls Church ,6,6,"4,695","1,970",71
Virginia,Fauquier ,20,20,"14,616","19,227",287
Virginia,Floyd ,6,6,"2,937","4,441",125
Virginia,Fluvanna ,7,7,"6,185","6,420",114
Virginia,Franklin ,24,24,"9,618","15,414",324
Virginia,Franklin City ,7,7,"2,817","1,575",31
Virginia,Frederick ,20,20,"12,961","20,149",442
Virginia,Fredericksburg ,6,6,"6,155","3,413",80
Virginia,Galax ,4,4,"1,052","1,317",31
Virginia,Giles ,10,10,"3,192","4,462",128
Virginia,Gloucester ,12,12,"6,916","12,089",190
Virginia,Goochland ,9,9,"4,813","7,643",93
Virginia,Grayson ,16,16,"2,480","4,540",177
Virginia,Greene ,5,5,"3,174","4,980",90
Virginia,Greensville ,9,9,"3,122","1,729",34
Virginia,Halifax ,22,22,"8,126","8,600",112
Virginia,Hampton ,33,33,"46,917","20,476",451
Virginia,Hanover ,34,34,"18,447","37,344",369
Virginia,Harrisonburg ,6,6,"8,444","6,048",150
Virginia,Henrico ,95,95,"86,262","67,340","1,084"
Virginia,Henry ,26,26,"11,118","13,758",306
Virginia,Highland ,6,6,590,930,33
Virginia,Hopewell ,8,8,"5,285","4,149",79
Virginia,Isle of Wight ,13,13,"8,573","11,258",140
Virginia,James City ,16,16,"17,352","20,912",284
Virginia,King and Queen ,6,6,"1,918","1,763",20
Virginia,King George ,6,6,"4,473","5,888",95
Virginia,King William ,7,7,"3,344","4,966",61
Virginia,Lancaster ,7,7,"3,235","3,647",49
Virginia,Lee ,20,20,"3,219","5,825",164
Virginia,Lexington ,2,2,"1,540",914,16
Virginia,Loudoun ,63,63,"74,607","63,328",964
Virginia,Louisa ,14,14,"6,978","8,182",161
Virginia,Lunenburg ,11,11,"2,703","2,900",43
Virginia,Lynchburg ,18,18,"16,269","17,638",389
Virginia,Madison ,10,10,"2,862","3,758",77
Virginia,Manassas ,6,6,"7,518","5,975",113
Virginia,Manassas Park ,3,3,"2,463","1,634",37
Virginia,Martinsville ,7,7,"4,139","2,311",63
Virginia,Mathews ,4,4,"1,943","3,456",46
Virginia,Mecklenburg ,24,24,"7,127","7,817",134
Virginia,Middlesex ,8,8,"2,391","3,545",63
Virginia,Montgomery ,23,23,"21,027","19,026",501
Virginia,Nelson ,10,10,"4,391","3,647",76
Virginia,New Kent ,11,11,"3,493","6,385",99
Virginia,Newport News ,47,47,"51,972","28,667",539
Virginia,Norfolk ,56,56,"62,819","24,814",663
Virginia,Northampton ,7,7,"3,800","2,713",63
Virginia,Northumberland ,7,7,"3,312","4,041",41
Virginia,Norton ,1,1,743,744,20
Virginia,Nottoway ,9,9,"3,413","3,499",73
Virginia,Orange ,10,10,"7,107","8,506",166
Virginia,Page ,6,6,"4,235","6,041",96
Virginia,Patrick ,14,14,"2,879","5,491",148
Virginia,Petersburg ,8,8,"13,774","1,583",170
Virginia,Pittsylvania ,30,30,"11,401","18,724",259
Virginia,Poquoson ,4,4,"1,748","5,229",74
Virginia,Portsmouth ,32,32,"32,322","13,983",282
Virginia,Powhatan ,12,12,"4,237","10,088",110
Virginia,Prince Edward ,11,11,"5,101","4,174",107
Virginia,Prince George ,13,13,"7,130","8,752",108
Virginia,Prince William ,75,75,"93,386","67,589","1,148"
Virginia,Pulaski ,13,13,"5,918","8,857",252
Virginia,Radford ,4,4,"2,930","2,418",77
Virginia,Rappahannock ,6,6,"2,105","2,227",62
Virginia,Richmond ,8,8,"1,618","2,092",33
Virginia,Richmond City ,67,67,"73,180","18,472",700
Virginia,Roanoke ,34,34,"19,812","30,571",507
Virginia,Roanoke City ,33,33,"24,934","15,394",385
Virginia,Rockbridge ,18,18,"4,347","5,732",94
Virginia,Rockingham ,29,29,"10,453","22,468",348
Virginia,Russell ,15,15,"4,931","6,389",146
Virginia,Salem ,11,11,"5,164","7,088",131
Virginia,Scott ,18,18,"2,725","6,980",142
Virginia,Shenandoah ,17,17,"6,903","11,995",250
Virginia,Smyth ,15,15,"4,239","7,817",209
Virginia,Southampton ,14,14,"4,402","4,583",76
Virginia,Spotsylvania ,29,29,"24,897","28,610",481
Virginia,Stafford ,25,25,"25,716","29,221",401
Virginia,Staunton ,6,6,"5,569","5,330",98
Virginia,Suffolk ,23,23,"22,233","18,592",248
Virginia,Surry ,7,7,"2,626","1,663",36
Virginia,Sussex ,11,11,"3,301","2,026",34
Virginia,Tazewell ,25,25,"5,596","11,201",216
Virginia,Virginia Beach ,95,95,"98,763","100,225","1,681"
Virginia,Warren ,14,14,"6,997","8,879",213
Virginia,Washington ,19,19,"8,063","16,077",312
Virginia,Waynesboro ,5,5,"3,906","4,815",126
Virginia,Westmoreland ,7,7,"4,577","3,719",74
Virginia,Williamsburg ,3,3,"4,328","2,353",81
Virginia,Winchester ,5,5,"5,268","4,725",119
Virginia,Wise ,13,13,"4,995","8,914",188
Virginia,Wythe ,12,12,"4,107","8,207",149
Virginia,York ,14,14,"13,700","19,833",306
Washington,Adams ,11,9,"1,346","2,822",73
Washington,Asotin ,23,21,"4,114","5,407",190
Washington,Benton ,160,156,"23,366","40,244","1,087"
Washington,Chelan ,73,73,"13,678","17,484",567
Washington,Clallam ,86,75,"17,512","15,978",695
Washington,Clark ,361,361,"93,541","82,631","3,117"
Washington,Columbia ,5,4,667,"1,447",41
Washington,Cowlitz ,103,78,"18,944","13,969",745
Washington,Douglas ,35,23,"4,631","7,048",187
Washington,Ferry ,8,5,"1,386","1,817",103
Washington,Franklin ,44,41,"6,536","10,787",258
Washington,Garfield ,3,3,384,966,20
Washington,Grant ,61,61,"9,364","16,756",664
Washington,Grays Harbor ,69,69,"15,759","11,614",699
Washington,Island ,90,90,"21,688","19,070",661
Washington,Jefferson ,41,41,"12,914","6,195",392
Washington,King ,"2,058","1,934","545,329","217,589","11,218"
Washington,Kitsap ,270,243,"61,255","47,456","2,043"
Washington,Kittitas ,39,39,"7,887","9,320",362
Washington,Klickitat ,23,23,"4,871","4,868",249
Washington,Lewis ,78,65,"11,719","17,293",651
Washington,Lincoln ,13,13,"2,024","3,794",142
Washington,Mason ,61,61,"14,934","12,512",650
Washington,Okanogan ,39,30,"6,163","6,942",344
Washington,Pacific ,25,25,"6,066","4,531",285
Washington,Pend Oreille ,15,15,"2,546","3,704",271
Washington,Pierce ,764,626,"143,491","111,851","4,581"
Washington,San Juan ,22,21,"7,172","2,889",186
Washington,Skagit ,122,122,"28,145","23,031","1,023"
Washington,Skamania ,12,10,"2,797","2,513",148
Washington,Snohomish ,695,681,"177,471","120,064","5,850"
Washington,Spokane ,485,485,"102,164","105,059","5,183"
Washington,Stevens ,50,41,"6,386","9,308",448
Washington,Thurston ,275,269,"69,999","44,565","2,170"
Washington,Wahkiakum ,5,4,"1,112","1,100",68
Washington,Walla Walla ,59,44,"7,539","10,632",314
Washington,Whatcom ,215,199,"53,313","36,635","1,635"
Washington,Whitman ,38,29,"6,935","6,408",303
Washington,Yakima ,183,183,"32,484","40,877","1,279"
West Virginia,Barbour ,23,23,"2,415","3,678",128
West Virginia,Berkeley ,66,66,"15,945","20,779",455
West Virginia,Boone ,37,37,"4,490","3,603",204
West Virginia,Braxton ,22,22,"2,691","2,618",75
West Virginia,Brooke ,27,27,"4,666","4,932",177
West Virginia,Cabell ,72,72,"15,110","18,571",501
West Virginia,Calhoun ,10,10,976,"1,345",70
West Virginia,Clay ,13,13,"1,417","1,748",89
West Virginia,Doddridge ,12,12,732,"2,205",65
West Virginia,Fayette ,39,39,"7,134","7,578",291
West Virginia,Gilmer ,12,12,"1,117","1,578",83
West Virginia,Grant ,15,15,987,"3,150",55
West Virginia,Greenbrier ,29,29,"5,561","7,347",266
West Virginia,Hampshire ,23,23,"2,968","5,197",141
West Virginia,Hancock ,28,28,"5,285","7,257",190
West Virginia,Hardy ,14,14,"1,880","3,360",124
West Virginia,Harrison ,85,85,"13,488","17,715",463
West Virginia,Jackson ,36,36,"4,821","7,066",213
West Virginia,Jefferson ,31,31,"11,606","10,526",251
West Virginia,Kanawha ,160,160,"40,148","40,588",924
West Virginia,Lewis ,24,24,"2,096","4,312",158
West Virginia,Lincoln ,35,35,"2,972","3,556",166
West Virginia,Logan ,35,35,"4,862","6,297",238
West Virginia,Marion ,77,77,"11,507","11,389",478
West Virginia,Marshall ,45,45,"5,943","7,709",243
West Virginia,Mason ,38,38,"4,444","5,822",266
West Virginia,McDowell ,43,43,"3,410","2,852",117
West Virginia,Mercer ,60,60,"7,388","13,167",324
West Virginia,Mineral ,32,32,"3,717","7,546",178
West Virginia,Mingo ,39,39,"3,567","4,565",167
West Virginia,Monongalia ,72,72,"16,853","15,612",535
West Virginia,Monroe ,18,18,"1,969","3,344",163
West Virginia,Morgan ,13,13,"2,704","4,408",127
West Virginia,Nicholas ,28,28,"6,007","6,115",272
West Virginia,Ohio ,39,39,"8,481","10,590",253
West Virginia,Pendleton ,13,13,"1,049","1,605",41
West Virginia,Pleasants ,11,11,"1,127","1,753",60
West Virginia,Pocahontas ,15,15,"1,538","1,993",82
West Virginia,Preston ,35,35,"4,190","7,299",264
West Virginia,Putnam ,48,48,"9,424","15,295",285
West Virginia,Raleigh ,63,63,"10,115","17,358",467
West Virginia,Randolph ,27,27,"4,527","6,051",231
West Virginia,Ritchie ,15,15,989,"2,753",65
West Virginia,Roane ,20,20,"2,506","2,936",109
West Virginia,Summers ,15,15,"2,276","2,875",134
West Virginia,Taylor ,18,18,"2,420","3,518",134
West Virginia,Tucker ,11,11,"1,280","2,118",96
West Virginia,Tyler ,12,12,"1,234","2,390",84
West Virginia,Upshur ,29,29,"2,896","5,870",131
West Virginia,Wayne ,37,37,"6,101","8,890",340
West Virginia,Webster ,14,14,"1,543","1,374",112
West Virginia,Wetzel ,22,22,"2,919","3,318",166
West Virginia,Wirt ,9,9,777,"1,482",46
West Virginia,Wood ,85,85,"12,446","22,670",515
West Virginia,Wyoming ,36,36,"2,724","4,605",174
Wisconsin,Adams ,20,20,"5,808","3,976",167
Wisconsin,Ashland ,26,26,"5,697","2,507",96
Wisconsin,Barron ,36,36,"12,076","10,456",301
Wisconsin,Bayfield ,28,28,"5,978","3,316",102
Wisconsin,Brown ,92,92,"67,241","55,827","1,410"
Wisconsin,Buffalo ,23,23,"3,979","2,946",124
Wisconsin,Burnett ,24,24,"4,337","4,200",129
Wisconsin,Calumet ,33,33,"13,296","12,720",407
Wisconsin,Chippewa ,40,40,"16,236","13,489",462
Wisconsin,Clark ,51,51,"7,450","6,337",293
Wisconsin,Columbia ,37,37,"16,658","12,189",342
Wisconsin,Crawford ,27,27,"5,124","2,905",127
Wisconsin,Dane ,234,234,"202,812","71,829","3,342"
Wisconsin,Dodge ,54,54,"19,178","23,013",543
Wisconsin,Door ,33,33,"10,142","7,112",190
Wisconsin,Douglas ,31,31,"15,827","7,833",345
Wisconsin,Dunn ,35,35,"13,055","9,616",353
Wisconsin,Eau Claire ,57,57,"33,143","20,944",793
Wisconsin,Florence ,8,8,"1,134","1,512",33
Wisconsin,Fond du Lac ,75,75,"23,457","28,155",601
Wisconsin,Forest ,18,18,"2,671","1,960",46
Wisconsin,Grant ,55,55,"14,911","9,109",326
Wisconsin,Green ,26,26,"11,499","6,730",250
Wisconsin,Green Lake ,16,16,"3,998","5,392",128
Wisconsin,Iowa ,35,35,"8,076","3,915",133
Wisconsin,Iron ,19,19,"1,915","1,470",46
Wisconsin,Jackson ,27,27,"5,572","3,550",117
Wisconsin,Jefferson ,42,42,"21,448","21,095",526
Wisconsin,Juneau ,29,29,"6,209","5,187",167
Wisconsin,Kenosha ,96,96,"45,615","31,237","1,074"
Wisconsin,Kewaunee ,14,14,"5,902","4,711",144
Wisconsin,La Crosse ,42,42,"38,514","23,698",798
Wisconsin,Lafayette ,28,28,"4,732","2,984",106
Wisconsin,Langlade ,27,27,"5,182","5,081",117
Wisconsin,Lincoln ,25,25,"8,419","6,510",261
Wisconsin,Manitowoc ,42,42,"22,421","19,231",656
Wisconsin,Marathon ,141,141,"36,363","30,339","1,071"
Wisconsin,Marinette ,30,30,"11,124","9,705",286
Wisconsin,Marquette ,19,19,"4,051","3,625",109
Wisconsin,Menominee ,1,1,"1,257",185,5
Wisconsin,Milwaukee ,487,487,"316,916","147,573","4,777"
Wisconsin,Monroe ,34,34,"10,178","8,657",248
Wisconsin,Oconto ,29,29,"9,926","8,754",254
Wisconsin,Oneida ,29,29,"11,905","9,627",332
Wisconsin,Outagamie ,97,97,"50,255","39,641","1,360"
Wisconsin,Ozaukee ,55,55,"20,570","32,160",514
Wisconsin,Pepin ,11,11,"2,101","1,615",51
Wisconsin,Pierce ,28,28,"11,695","9,715",402
Wisconsin,Polk ,36,36,"10,876","11,282",420
Wisconsin,Portage ,45,45,"24,815","13,807",666
Wisconsin,Price ,44,44,"4,559","3,458",157
Wisconsin,Racine ,67,67,"53,405","45,941","1,088"
Wisconsin,Richland ,33,33,"5,072","3,348",90
Wisconsin,Rock ,88,88,"50,515","27,356","1,099"
Wisconsin,Rusk ,33,33,"3,855","3,253",134
Wisconsin,Sauk ,39,39,"18,606","11,567",382
Wisconsin,Sawyer ,21,21,"4,763","4,199",107
Wisconsin,Shawano ,43,43,"10,192","9,381",257
Wisconsin,Sheboygan ,60,60,"30,392","30,796",778
Wisconsin,St. Croix ,40,40,"20,989","22,657",675
Wisconsin,Taylor ,27,27,"4,560","4,586",175
Wisconsin,Trempealeau ,26,26,"8,320","4,807",161
Wisconsin,Vernon ,33,33,"8,478","5,377",218
Wisconsin,Vilas ,15,15,"6,490","7,054",142
Wisconsin,Walworth ,44,44,"24,176","25,482",618
Wisconsin,Washburn ,26,26,"4,716","4,259",108
Wisconsin,Washington ,48,48,"25,713","47,725",814
Wisconsin,Waukesha ,209,209,"85,248","145,089","2,053"
Wisconsin,Waupaca ,38,38,"12,952","12,131",282
Wisconsin,Waushara ,26,26,"5,868","5,769",185
Wisconsin,Winnebago ,80,80,"48,156","37,943","1,279"
Wisconsin,Wood ,34,34,"21,705","16,576",646
Wyoming,Albany ,22,22,"8,618","7,981",413
Wyoming,Big Horn ,13,13,"1,108","4,043",117
Wyoming,Campbell ,35,35,"2,986","13,001",238
Wyoming,Carbon ,19,19,"2,336","4,331",149
Wyoming,Converse ,19,19,"1,380","4,924",121
Wyoming,Crook ,17,17,612,"2,967",82
Wyoming,Fremont ,32,32,"6,016","11,082",383
Wyoming,Goshen ,24,24,"1,832","3,942",108
Wyoming,Hot Springs ,4,4,618,"1,834",70
Wyoming,Johnson ,17,17,908,"3,334",84
Wyoming,Laramie ,60,60,"16,070","24,549",808
Wyoming,Lincoln ,18,18,"1,823","6,485",217
Wyoming,Natrona ,46,46,"8,144","17,573",547
Wyoming,Niobrara ,6,6,244,"1,017",27
Wyoming,Park ,29,29,"3,757","10,838",305
Wyoming,Platte ,13,13,"1,407","2,993",126
Wyoming,Sheridan ,29,29,"4,450","10,169",275
Wyoming,Sublette ,9,9,936,"3,316",76
Wyoming,Sweetwater ,36,36,"5,762","10,360",440
Wyoming,Teton ,18,18,"7,472","4,567",216
Wyoming,Uinta ,11,11,"2,317","5,759",238
Wyoming,Washakie ,5,5,"1,042","2,956",62
Wyoming,Weston ,8,8,658,"2,618",92
