State,County,Total Precincts,Precincts Reporting,Obama,McCain,Other
Idaho,Cassia ,26,26,"1,305","6,240",195
Idaho,Clark ,3,3,64,305,6
Idaho,Clearwater ,15,15,"1,211","2,569",126
Idaho,Custer ,9,9,620,"1,704",47
Idaho,Elmore ,19,19,"2,523","5,571",178
Idaho,Franklin ,17,17,599,"4,231",226
Idaho,Fremont ,14,14,"1,065","4,700",115
Idaho,Gem ,14,14,"2,166","5,585",196
Idaho,Gooding ,8,8,"1,485","3,764",137
Idaho,Idaho County ,27,27,"1,935","5,895",297
Idaho,Jefferson ,18,18,"1,641","8,540",260
Idaho,Jerome ,11,11,"1,794","4,897",156
Idaho,Kootenai ,75,75,"22,120","38,387","1,425"
Idaho,Latah ,33,33,"9,191","7,984",531
Idaho,Lemhi ,9,9,796,"2,938",104
Idaho,Lewis ,8,8,479,"1,275",50
Idaho,Lincoln ,6,6,497,967,43
Idaho,Madison ,20,20,"1,625","11,120",301
Idaho,Minidoka ,12,12,"1,137","3,976",137
Idaho,Nez Perce ,37,37,"7,123","10,357",343
Idaho,Oneida ,6,6,381,"1,724",57
Idaho,Owyhee ,13,13,944,"3,024",90
Idaho,Payette ,11,11,"2,415","5,988",210
Idaho,Power ,7,7,"1,027","1,754",61
Idaho,Shoshone ,19,19,"2,521","2,953",192
Idaho,Teton ,5,5,"2,302","2,263",93
Idaho,Twin Falls ,47,47,"8,621","19,032",691
Idaho,Valley ,9,9,"2,394","2,750",119
Idaho,Washington ,11,11,"1,241","3,168",97
Illinois,Adams ,80,80,"11,700","18,592",316
Illinois,Alexander ,11,11,"2,189","1,692",56
Illinois,Bond ,25,25,"3,832","3,938",134
Illinois,Boone ,37,37,"11,324","10,396",421
Illinois,Brown ,14,14,985,"1,541",39
Illinois,Bureau ,50,50,"8,872","7,902",312
Illinois,Calhoun ,8,8,"1,421","1,221",55
Illinois,Carroll ,22,22,"3,956","3,589",112
Illinois,Cass ,21,21,"2,690","2,617",101
Illinois,Champaign ,118,118,"48,351","33,748","1,631"
Illinois,Christian ,30,30,"6,912","7,869",310
Illinois,Clark ,23,23,"3,737","4,406",137
Illinois,Clay ,22,22,"2,423","3,924",103
Illinois,Clinton ,39,39,"7,653","9,348",299
Illinois,Coles ,44,44,"11,704","10,962",382
Illinois,Cook ,"4,865","4,817","1,582,973","477,038","20,144"
Illinois,Crawford ,24,24,"3,877","5,067",176
Illinois,Cumberland ,12,12,"2,052","3,155",110
Illinois,DeKalb ,85,85,"25,765","18,260",768
Illinois,DeWitt ,23,23,"3,299","4,345",145
Illinois,Douglas ,19,19,"3,226","5,001",123
Illinois,DuPage ,733,733,"227,416","182,860","5,610"
Illinois,Edgar ,29,29,"3,737","4,393",114
Illinois,Edwards ,12,12,"1,140","2,136",73
Illinois,Effingham ,37,37,"5,256","11,313",250
Illinois,Fayette ,32,32,"3,963","5,493",214
Illinois,Ford ,22,22,"2,226","4,075",80
Illinois,Franklin ,35,35,"8,873","9,390",356
Illinois,Fulton ,57,57,"9,722","6,244",340
Illinois,Gallatin ,13,13,"1,587","1,211",60
Illinois,Greene ,24,24,"2,617","3,048",134
Illinois,Grundy ,42,42,"9,134","9,144",517
Illinois,Hamilton ,16,16,"1,794","2,353",115
Illinois,Hancock ,35,35,"3,753","4,778",150
Illinois,Hardin ,6,6,892,"1,330",33
Illinois,Henderson ,13,13,"2,213","1,540",58
Illinois,Henry ,52,52,"13,177","11,247",341
Illinois,Iroquois ,37,37,"4,640","8,686",258
Illinois,Jackson ,61,61,"15,199","9,665",596
Illinois,Jasper ,16,16,"2,063","2,963",104
Illinois,Jefferson ,37,37,"7,460","9,293",376
Illinois,Jersey ,25,25,"5,036","5,320",212
Illinois,JoDaviess ,29,29,"6,392","5,163",177
Illinois,Johnson ,17,17,"1,477","3,138",100
Illinois,Kane ,309,309,"105,592","84,223","2,552"
Illinois,Kankakee ,88,88,"24,719","22,508",737
Illinois,Kendall ,75,75,"23,529","20,675",494
Illinois,Knox ,61,61,"14,165","9,396",374
Illinois,Lake ,481,481,"111,051","85,284","2,483"
Illinois,LaSalle ,124,124,"27,415","21,855",868
Illinois,Lawrence ,27,27,"3,013","3,401",117
Illinois,Lee ,49,49,"7,757","8,243",295
Illinois,Livingston ,53,53,"6,184","9,180",245
Illinois,Logan ,45,45,"5,245","7,424",216
Illinois,Macon ,87,87,"25,419","24,901",779
Illinois,Macoupin ,61,61,"12,071","9,879",391
Illinois,Madison ,233,233,"68,836","57,059","2,175"
Illinois,Marion ,48,48,"8,334","8,687",327
Illinois,Marshall ,16,16,"3,078","3,142",107
Illinois,Mason ,22,22,"3,540","3,139",125
Illinois,Massac ,17,17,"2,693","4,371",122
Illinois,McDonough ,31,31,"6,780","6,047",203
Illinois,McHenry ,213,213,"71,976","64,595","2,120"
Illinois,McLean ,116,116,"37,551","36,657","1,291"
Illinois,Menard ,16,16,"2,704","3,672",86
Illinois,Mercer ,24,24,"4,885","3,830",127
Illinois,Monroe ,37,37,"7,943","9,870",248
Illinois,Montgomery ,44,44,"6,486","6,141",230
Illinois,Morgan ,40,40,"7,458","7,585",295
Illinois,Moultrie ,16,16,"2,663","3,466",121
Illinois,Ogle ,52,52,"11,247","13,131",452
Illinois,Peoria ,146,146,"44,396","33,018","1,175"
Illinois,Perry ,27,27,"4,697","5,077",208
Illinois,Piatt ,16,16,"3,856","4,988",149
Illinois,Pike ,33,33,"3,021","4,451",134
Illinois,Pope ,6,6,842,"1,339",42
Illinois,Pulaski ,11,11,"1,636","1,592",39
Illinois,Putnam ,8,8,"1,900","1,376",59
Illinois,Randolph ,37,37,"7,387","7,536",269
Illinois,Richland ,22,22,"3,177","4,320",140
Illinois,Rock Island ,120,120,"42,175","25,338",826
Illinois,Saline ,28,28,"5,082","6,096",246
Illinois,Sangamon ,232,232,"51,176","46,857","1,578"
Illinois,Schuyler ,17,17,"1,896","1,830",90
Illinois,Scott ,10,10,"1,090","1,453",58
Illinois,Shelby ,33,33,"4,236","6,390",227
Illinois,St. Clair ,239,239,"77,896","47,005","1,668"
Illinois,Stark ,10,10,"1,357","1,513",37
Illinois,Stephenson ,46,46,"11,010","9,686",338
Illinois,Tazewell ,131,131,"29,335","33,203","1,222"
Illinois,Union ,20,20,"3,916","4,999",194
Illinois,Vermilion ,94,94,"16,228","16,046",570
Illinois,Wabash ,16,16,"2,462","3,252",66
Illinois,Warren ,28,28,"4,286","3,637",106
Illinois,Washington ,24,24,"3,338","4,468",117
Illinois,Wayne ,27,27,"2,545","5,381",134
Illinois,White ,27,27,"3,315","3,985",151
Illinois,Whiteside ,60,60,"15,587","10,867",416
Illinois,Will ,447,447,"154,691","119,049","3,320"
Illinois,Williamson ,65,65,"12,893","17,351",519
Illinois,Winnebago ,223,223,"69,903","53,806","2,308"
Illinois,Woodford ,45,45,"6,969","12,137",308
Indiana,Adams ,25,25,"4,928","8,402",170
Indiana,Allen ,294,287,"70,844","77,102","1,109"
Indiana,Bartholomew ,67,67,"13,555","17,061",359
Indiana,Benton ,15,15,"1,563","2,180",64
Indiana,Blackford ,12,12,"2,677","2,690",68
Indiana,Boone ,49,49,"9,744","16,616",258
Indiana,Brown ,12,12,"3,852","4,060",129
Indiana,Carroll ,19,19,"3,733","4,845",132
Indiana,Cass ,39,39,"6,995","8,339",265
Indiana,Clark ,73,73,"21,918","25,299",405
Indiana,Clay ,23,23,"4,954","6,264",168
Indiana,Clinton ,39,39,"5,306","6,915",153
Indiana,Crawford ,17,17,"2,286","2,393",65
Indiana,Daviess ,28,28,"3,369","7,096",117
Indiana,Dearborn ,45,45,"7,123","14,886",208
Indiana,Decatur ,20,20,"3,890","6,443",147
Indiana,DeKalb ,39,39,"7,169","9,771",178
Indiana,Delaware ,75,75,"28,356","20,904",562
Indiana,Dubois ,38,38,"8,748","9,526",275
Indiana,Elkhart ,110,110,"31,289","39,344",617
Indiana,Fayette ,28,28,"4,387","4,917",151
Indiana,Floyd ,60,60,"16,248","19,944",305
Indiana,Fountain ,22,22,"3,094","4,151",157
Indiana,Franklin ,24,24,"3,404","7,017",178
Indiana,Fulton ,17,17,"3,700","5,145",154
Indiana,Gibson ,38,38,"6,455","8,449",186
Indiana,Grant ,68,68,"11,291","14,726",254
Indiana,Greene ,32,32,"5,709","7,689",224
Indiana,Hamilton ,196,196,"49,691","78,391",874
Indiana,Hancock ,38,38,"11,869","21,991",343
Indiana,Harrison ,36,36,"7,271","10,529",233
Indiana,Hendricks ,99,99,"24,394","39,578",625
Indiana,Henry ,42,42,"10,058","10,894",344
Indiana,Howard ,71,71,"17,803","20,207",448
Indiana,Huntington ,34,34,"5,842","10,289",179
Indiana,Jackson ,33,33,"7,445","9,852",293
Indiana,Jasper ,29,29,"5,044","7,669",149
Indiana,Jay ,21,21,"3,746","4,400",157
Indiana,Jefferson ,26,26,"6,255","7,052",155
Indiana,Jennings ,25,25,"5,302","6,257",261
Indiana,Johnson ,107,107,"21,536","36,471",561
Indiana,Knox ,36,36,"7,569","8,639",209
Indiana,Kosciusko ,65,65,"9,229","20,484",386
Indiana,LaGrange ,16,16,"3,659","5,697",126
Indiana,Lake ,559,559,"138,603","67,417","1,525"
Indiana,LaPorte ,79,79,"28,247","17,911",681
Indiana,Lawrence ,39,39,"7,208","11,018",287
Indiana,Madison ,111,111,"30,152","26,403",716
Indiana,Marion ,594,594,"237,275","131,459","2,922"
Indiana,Marshall ,27,27,"7,880","10,401",244
Indiana,Martin ,18,18,"1,706","3,112",67
Indiana,Miami ,31,31,"5,559","8,305",211
Indiana,Monroe ,71,71,"41,332","21,083",539
Indiana,Montgomery ,27,27,"6,005","9,055",195
Indiana,Morgan ,48,48,"10,314","18,105",318
Indiana,Newton ,18,18,"2,623","3,300",107
Indiana,Noble ,29,29,"7,063","9,671",237
Indiana,Ohio ,11,11,"1,158","1,712",47
Indiana,Orange ,22,22,"3,390","4,536",151
Indiana,Owen ,20,20,"3,570","4,415",160
Indiana,Parke ,17,17,"2,913","3,900",131
Indiana,Perry ,21,21,"5,140","3,201",144
Indiana,Pike ,18,18,"2,700","3,221",107
Indiana,Porter ,128,128,"39,046","33,796",798
Indiana,Posey ,33,33,"5,820","6,794",139
Indiana,Pulaski ,15,15,"2,466","3,368",102
Indiana,Putnam ,29,29,"6,331","8,085",209
Indiana,Randolph ,29,29,"4,839","5,787",177
Indiana,Ripley ,27,27,"4,187","7,794",199
Indiana,Rush ,20,20,"3,228","4,270",129
Indiana,Scott ,16,16,"4,268","4,443",161
Indiana,Shelby ,39,39,"6,983","10,330",246
Indiana,Spencer ,25,25,"5,037","4,998",137
Indiana,St. Joseph ,226,226,"68,708","48,510","1,039"
Indiana,Starke ,21,21,"4,778","4,473",195
Indiana,Steuben ,19,19,"6,283","7,670",177
Indiana,Sullivan ,20,20,"4,282","4,341",155
Indiana,Switzerland ,12,12,"1,638","1,940",62
Indiana,Tippecanoe ,91,91,"37,709","29,789",714
Indiana,Tipton ,17,17,"3,250","4,452",125
Indiana,Union ,10,10,"1,220","2,058",58
Indiana,Vanderburgh ,131,131,"39,368","37,449",721
Indiana,Vermillion ,17,17,"4,002","3,004",114
Indiana,Vigo ,87,87,"25,023","18,111",524
Indiana,Wabash ,25,25,"5,455","8,238",168
Indiana,Warren ,13,13,"1,753","2,164",76
Indiana,Warrick ,59,59,"12,329","16,013",310
Indiana,Washington ,22,22,"4,561","6,512",193
Indiana,Wayne ,58,58,"13,459","14,558",545
Indiana,Wells ,22,22,"4,403","8,503",151
Indiana,White ,23,23,"4,839","5,730",186
Indiana,Whitley ,34,34,"5,861","9,122",186
Iowa,Adair ,6,6,"1,920","2,059",56
Iowa,Adams ,12,12,"1,113","1,039",35
Iowa,Allamakee ,12,12,"3,962","2,961",94
Iowa,Appanoose ,14,14,"2,964","3,081",102
Iowa,Audubon ,5,5,"1,731","1,631",44
Iowa,Benton ,20,20,"7,035","6,431",161
Iowa,Black Hawk ,64,64,"38,564","24,467",677
Iowa,Boone ,17,17,"7,333","6,265",192
Iowa,Bremer ,17,17,"6,870","5,704",140
Iowa,Buchanan ,16,16,"6,037","4,131",120
Iowa,Buena Vista ,14,14,"4,065","4,217",90
Iowa,Butler ,13,13,"3,348","3,686",79
Iowa,Calhoun ,12,12,"2,335","2,747",72
Iowa,Carroll ,14,14,"5,284","4,905",127
Iowa,Cass ,14,14,"3,201","3,990",99
Iowa,Cedar ,12,12,"5,201","4,278",122
Iowa,Cerro Gordo ,27,27,"14,305","9,344",256
Iowa,Cherokee ,8,8,"2,883","3,365",82
Iowa,Chickasaw ,14,14,"3,897","2,536",66
Iowa,Clarke ,8,8,"2,214","2,112",85
Iowa,Clay ,14,14,"3,908","4,345",88
Iowa,Clayton ,15,15,"5,174","3,640",119
Iowa,Clinton ,31,31,"14,733","9,068",278
Iowa,Crawford ,16,16,"3,697","3,338",100
Iowa,Dallas ,28,28,"15,101","16,904",396
Iowa,Davis ,9,9,"2,262","2,553",90
Iowa,Decatur ,14,14,"1,983","2,019",67
Iowa,Delaware ,15,15,"4,630","4,108",113
Iowa,Des Moines ,20,20,"12,396","7,687",266
Iowa,Dickinson ,11,11,"4,609","5,150",94
Iowa,Dubuque ,40,40,"23,791","16,694","2,170"
Iowa,Emmet ,12,12,"2,565","2,366",65
Iowa,Fayette ,26,26,"5,889","4,199",115
Iowa,Floyd ,10,10,"4,797","3,044",179
Iowa,Franklin ,15,15,"2,566","2,495",55
Iowa,Fremont ,9,9,"2,490","2,708",68
Iowa,Greene ,8,8,"2,359","2,340",55
Iowa,Grundy ,8,8,"2,774","3,936",64
Iowa,Guthrie ,9,9,"2,603","3,025",116
Iowa,Hamilton ,14,14,"3,999","3,909",118
Iowa,Hancock ,11,11,"2,790","3,008",85
Iowa,Hardin ,9,9,"4,368","4,301",120
Iowa,Harrison ,14,14,"3,549","3,906",86
Iowa,Henry ,10,10,"5,306","5,582",0
Iowa,Howard ,11,11,"2,933","1,721",52
Iowa,Humboldt ,12,12,"2,151","2,881",63
Iowa,Ida ,8,8,"1,455","2,025",45
Iowa,Iowa ,12,12,"4,173","4,173",125
Iowa,Jackson ,17,17,"6,069","3,662",125
Iowa,Jasper ,22,22,"10,195","8,750",260
Iowa,Jefferson ,13,13,"5,028","3,321",152
Iowa,Johnson ,58,58,"50,708","20,639",879
Iowa,Jones ,18,18,"5,431","4,398",118
Iowa,Keokuk ,17,17,"2,508","2,703",88
Iowa,Kossuth ,23,23,"4,609","4,310",110
Iowa,Lee ,23,23,"9,470","6,724",247
Iowa,Linn ,87,87,"67,476","43,384","1,176"
Iowa,Louisa ,9,9,"2,520","2,310",57
Iowa,Lucas ,9,9,"2,024","2,329",76
Iowa,Lyon ,9,9,"1,673","4,461",63
Iowa,Madison ,11,11,"3,702","4,525",133
Iowa,Mahaska ,12,12,"4,450","6,249",141
Iowa,Marion ,18,18,"7,408","9,232",243
Iowa,Marshall ,20,20,"9,918","8,229",252
Iowa,Mills ,12,12,"2,970","4,177",99
Iowa,Mitchell ,15,15,"3,175","2,465",0
Iowa,Monona ,12,12,"2,284","2,407",65
Iowa,Monroe ,8,8,"1,793","1,997",58
Iowa,Montgomery ,8,8,"2,318","2,878",38
Iowa,Muscatine ,26,26,"10,850","7,907",179
Iowa,O'Brien ,10,10,"2,333","4,883",82
Iowa,Osceola ,10,10,"1,037","2,027",56
Iowa,Page ,12,12,"2,892","4,344",76
Iowa,Palo Alto ,11,11,"2,420","2,290",70
Iowa,Plymouth ,14,14,"4,564","7,744",77
Iowa,Pocahontas ,12,12,"1,794","2,131",61
Iowa,Polk ,184,184,"119,569","88,983","2,790"
Iowa,Pottawattamie ,42,42,"20,226","21,161",459
Iowa,Poweshiek ,11,11,"5,441","4,331",139
Iowa,Ringgold ,8,8,"1,236","1,401",36
Iowa,Sac ,10,10,"2,237","2,699",78
Iowa,Scott ,64,64,"48,675","36,239",759
Iowa,Shelby ,10,10,"2,847","3,472",81
Iowa,Sioux ,20,20,"3,010","13,440",126
Iowa,Story ,44,44,"26,268","18,812",863
Iowa,Tama ,17,17,"4,859","3,813",83
Iowa,Taylor ,9,9,"1,344","1,602",51
Iowa,Union ,10,10,"2,990","2,774",114
Iowa,Van Buren ,9,9,"1,540","1,980",61
Iowa,Wapello ,22,22,"8,481","6,466",329
Iowa,Warren ,26,26,"12,261","12,112",310
Iowa,Washington ,11,11,"5,140","5,228",162
Iowa,Wayne ,5,5,"1,356","1,563",40
Iowa,Webster ,30,30,"9,847","8,299",229
Iowa,Winnebago ,12,12,"3,236","2,726",76
Iowa,Winneshiek ,15,15,"6,808","4,260",139
Iowa,Woodbury ,45,45,"20,290","20,798",393
Iowa,Worth ,10,10,"2,560","1,612",64
Iowa,Wright ,13,13,"3,087","3,187",70
Kansas,Allen ,21,21,"2,130","3,481",111
Kansas,Anderson ,19,19,"1,161","2,329",107
Kansas,Atchison ,17,17,"3,157","3,717",156
Kansas,Barber ,23,23,585,"1,794",31
Kansas,Barton ,41,41,"2,967","7,636",224
Kansas,Bourbon ,20,20,"2,343","4,159",144
Kansas,Brown ,18,18,"1,284","2,926",72
Kansas,Butler ,52,52,"8,942","17,756",546
Kansas,Chase ,11,11,371,934,26
Kansas,Chautauqua ,14,14,385,"1,396",33
Kansas,Cherokee ,39,39,"3,366","5,750",179
Kansas,Cheyenne ,8,8,432,"1,247",27
Kansas,Clark ,7,7,241,870,16
Kansas,Clay ,22,22,982,"2,919",46
Kansas,Cloud ,27,27,"1,213","3,070",93
Kansas,Coffey ,17,17,"1,105","3,008",56
Kansas,Comanche ,5,5,194,756,14
Kansas,Cowley ,60,60,"4,859","8,263",272
Kansas,Crawford ,50,50,"7,646","7,453",370
Kansas,Decatur ,27,27,340,"1,189",17
Kansas,Dickinson ,32,32,"2,353","5,961",160
Kansas,Doniphan ,14,14,"1,077","2,336",77
Kansas,Douglas ,67,67,"33,141","17,475","1,013"
Kansas,Edwards ,15,15,326,979,29
Kansas,Elk ,11,11,359,"1,035",29
Kansas,Ellis ,31,31,"3,917","8,037",219
Kansas,Ellsworth ,26,26,838,"1,996",64
Kansas,Finney ,29,29,"3,188","6,776",150
Kansas,Ford ,27,27,"2,848","5,587",141
Kansas,Franklin ,25,25,"4,366","6,969",226
Kansas,Geary ,39,39,"3,368","4,376",104
Kansas,Gove ,10,10,257,"1,120",21
Kansas,Graham ,15,15,323,"1,043",34
Kansas,Grant ,5,5,616,"1,941",29
Kansas,Gray ,8,8,416,"1,585",39
Kansas,Greeley ,4,4,150,587,3
Kansas,Greenwood ,18,18,916,"2,087",65
Kansas,Hamilton ,12,12,233,836,19
Kansas,Harper ,15,15,740,"1,960",56
Kansas,Harvey ,33,33,"6,185","8,865",283
Kansas,Haskell ,8,8,265,"1,216",15
Kansas,Hodgeman ,11,11,202,836,20
Kansas,Jackson ,19,19,"2,266","3,770",133
Kansas,Jefferson ,14,14,"3,450","5,058",183
Kansas,Jewell ,25,25,312,"1,229",40
Kansas,Johnson ,450,450,"124,142","149,816","3,603"
Kansas,Kearny ,10,10,302,"1,138",13
Kansas,Kingman ,28,28,918,"2,468",95
Kansas,Kiowa ,6,6,197,903,23
Kansas,Labette ,36,36,"3,782","4,955",190
Kansas,Lane ,10,10,187,786,20
Kansas,Leavenworth ,48,48,"12,749","16,387",524
Kansas,Lincoln ,22,22,334,"1,175",34
Kansas,Linn ,13,13,"1,401","3,029",103
Kansas,Logan ,12,12,222,"1,171",28
Kansas,Lyon ,38,38,"5,661","6,468",274
Kansas,Marion ,31,31,"1,607","3,695",84
Kansas,Marshall ,31,31,"1,779","3,150",95
Kansas,McPherson ,33,33,"4,113","8,732",225
Kansas,Meade ,9,9,369,"1,527",34
Kansas,Miami ,34,34,"5,644","9,229",249
Kansas,Mitchell ,25,25,692,"2,405",59
Kansas,Montgomery ,49,49,"4,203","9,142",255
Kansas,Morris ,16,16,897,"1,858",56
Kansas,Morton ,5,5,225,"1,129",20
Kansas,Nemaha ,30,30,"1,405","3,761",109
Kansas,Neosho ,27,27,"2,496","4,372",154
Kansas,Ness ,11,11,283,"1,197",29
Kansas,Norton ,12,12,488,"1,836",37
Kansas,Osage ,24,24,"2,508","4,768",189
Kansas,Osborne ,30,30,391,"1,441",34
Kansas,Ottawa ,24,24,703,"2,304",58
Kansas,Pawnee ,25,25,869,"1,923",50
Kansas,Phillips ,28,28,516,"2,066",36
Kansas,Pottawatomie ,28,28,"2,552","6,816",301
Kansas,Pratt ,12,12,"1,265","2,765",73
Kansas,Rawlins ,17,17,270,"1,243",29
Kansas,Reno ,79,79,"9,711","15,858",476
Kansas,Republic ,23,23,627,"1,949",52
Kansas,Rice ,26,26,"1,137","2,746",76
Kansas,Riley ,48,48,"10,033","11,729",374
Kansas,Rooks ,14,14,467,"2,054",51
Kansas,Rush ,13,13,498,"1,217",52
Kansas,Russell ,13,13,719,"2,470",48
Kansas,Saline ,53,53,"7,897","13,754",422
Kansas,Scott ,11,11,311,"1,788",34
Kansas,Sedgwick ,252,252,"79,175","104,119","3,427"
Kansas,Seward ,22,22,"1,376","3,620",48
Kansas,Shawnee ,198,198,"40,072","40,806","1,427"
Kansas,Sheridan ,15,15,252,"1,068",14
Kansas,Sherman ,18,18,677,"1,932",55
Kansas,Smith ,26,26,437,"1,695",39
Kansas,Stafford ,24,24,535,"1,483",37
Kansas,Stanton ,3,3,187,625,11
Kansas,Stevens ,12,12,277,"1,770",28
Kansas,Sumner ,41,41,"3,304","6,637",243
Kansas,Thomas ,18,18,761,"2,762",47
Kansas,Trego ,11,11,415,"1,215",26
Kansas,Wabaunsee ,14,14,"1,020","2,375",90
Kansas,Wallace ,6,6,96,690,18
Kansas,Washington ,26,26,640,"2,193",67
Kansas,Wichita ,3,3,163,835,16
Kansas,Wilson ,23,23,"1,218","2,927",100
Kansas,Woodson ,10,10,507,"1,045",30
Kansas,Wyandotte ,111,111,"38,482","16,211",774
Kentucky,Adair ,16,16,"1,888","5,512",0
Kentucky,Allen ,13,13,"2,023","5,258",108
Kentucky,Anderson ,14,14,"3,461","6,884",205
Kentucky,Ballard ,13,13,"1,427","2,537",96
Kentucky,Barren ,24,24,"5,434","11,133",240
Kentucky,Bath ,12,12,"2,210","2,234",99
Kentucky,Bell ,33,33,"2,718","9,519",128
Kentucky,Boone ,60,60,"16,292","33,812",670
Kentucky,Bourbon ,18,18,"3,385","4,820",125
Kentucky,Boyd ,47,47,"8,886","11,429",354
Kentucky,Boyle ,25,25,"4,764","7,697",165
Kentucky,Bracken ,8,8,"1,241","2,066",92
Kentucky,Breathitt ,21,21,"2,205","2,671",154
Kentucky,Breckinridge ,15,15,"3,110","5,281",131
Kentucky,Bullitt ,44,44,"10,056","19,857",443
Kentucky,Butler ,12,12,"1,555","3,696",56
Kentucky,Caldwell ,13,13,"2,212","3,866",121
Kentucky,Calloway ,30,30,"6,165","8,991",248
Kentucky,Campbell ,66,66,"15,619","24,045",629
Kentucky,Carlisle ,6,6,879,"1,699",39
Kentucky,Carroll ,11,11,"1,716","2,032",87
Kentucky,Carter ,23,23,"4,314","5,252",245
Kentucky,Casey ,15,15,"1,219","4,679",59
Kentucky,Christian ,44,44,"8,822","13,515",195
Kentucky,Clark ,26,26,"5,749","9,664",215
Kentucky,Clay ,20,20,"1,552","5,710",102
Kentucky,Clinton ,13,13,761,"3,366",45
Kentucky,Crittenden ,12,12,"1,254","2,604",72
Kentucky,Cumberland ,9,9,697,"2,056",44
Kentucky,Daviess ,84,84,"19,282","23,692",648
Kentucky,Edmonson ,10,10,"1,652","3,562",56
Kentucky,Elliott ,7,7,"1,535",902,78
Kentucky,Estill ,15,15,"1,555","3,685",74
Kentucky,Fayette ,274,274,"66,040","59,884","1,713"
Kentucky,Fleming ,18,18,"2,279","3,432",121
Kentucky,Floyd ,42,42,"7,530","7,741",388
Kentucky,Franklin ,44,44,"11,767","11,911",401
Kentucky,Fulton ,13,13,"1,226","1,530",45
Kentucky,Gallatin ,8,8,"1,278","1,840",75
Kentucky,Garrard ,13,13,"2,012","5,117",80
Kentucky,Grant ,23,23,"3,109","5,605",133
Kentucky,Graves ,30,30,"5,843","10,056",256
Kentucky,Grayson ,23,23,"3,154","6,605",144
Kentucky,Green ,10,10,"1,204","3,785",90
Kentucky,Greenup ,32,32,"6,621","8,849",328
Kentucky,Hancock ,10,10,"2,128","1,924",80
Kentucky,Hardin ,55,55,"15,650","23,896",444
Kentucky,Harlan ,35,35,"2,586","7,165",163
Kentucky,Harrison ,17,17,"2,916","4,520",154
Kentucky,Hart ,19,19,"2,290","4,397",130
Kentucky,Henderson ,42,42,"10,049","9,523",289
Kentucky,Henry ,20,20,"2,724","4,081",113
Kentucky,Hickman ,6,6,812,"1,406",32
Kentucky,Hopkins ,40,40,"7,104","11,916",328
Kentucky,Jackson ,14,14,743,"4,407",74
Kentucky,Jefferson ,515,515,"196,272","153,865","3,476"
Kentucky,Jessamine ,37,37,"6,236","13,710",267
Kentucky,Johnson ,31,31,"2,413","5,964",161
Kentucky,Kenton ,108,108,"21,460","33,371",871
Kentucky,Knott ,30,30,"2,523","2,950",132
Kentucky,Knox ,30,30,"3,074","8,150",165
Kentucky,LaRue ,12,12,"1,913","4,153",112
Kentucky,Laurel ,45,45,"4,593","17,563",221
Kentucky,Lawrence ,18,18,"2,036","3,503",110
Kentucky,Lee ,10,10,752,"1,978",43
Kentucky,Leslie ,17,17,766,"3,574",57
Kentucky,Letcher ,32,32,"2,623","5,367",245
Kentucky,Lewis ,14,14,"1,510","3,213",68
Kentucky,Lincoln ,17,17,"2,752","6,273",126
Kentucky,Livingston ,10,10,"1,622","2,890",81
Kentucky,Logan ,20,20,"3,811","6,925",154
Kentucky,Lyon ,6,6,"1,577","2,220",58
Kentucky,Madison ,56,56,"12,392","19,694",451
Kentucky,Magoffin ,14,14,"2,105","2,434",112
Kentucky,Marion ,17,17,"3,596","3,842",177
Kentucky,Marshall ,25,25,"5,593","9,463",293
Kentucky,Martin ,14,14,808,"2,824",60
Kentucky,Mason ,20,20,"2,891","4,102",128
Kentucky,McCracken ,54,54,"11,285","19,043",426
Kentucky,McCreary ,18,18,"1,258","4,078",71
Kentucky,McLean ,8,8,"1,963","2,386",73
Kentucky,Meade ,18,18,"4,343","6,691",172
Kentucky,Menifee ,6,6,"1,276","1,155",58
Kentucky,Mercer ,17,17,"3,159","6,781",120
Kentucky,Metcalfe ,12,12,"1,350","2,734",115
Kentucky,Monroe ,12,12,"1,067","3,537",61
Kentucky,Montgomery ,18,18,"4,234","5,947",150
Kentucky,Morgan ,12,12,"1,858","2,377",84
Kentucky,Muhlenberg ,26,26,"6,221","6,447",221
Kentucky,Nelson ,26,26,"7,654","10,139",353
Kentucky,Nicholas ,5,5,"1,272","1,634",64
Kentucky,Ohio ,25,25,"4,059","5,781",307
Kentucky,Oldham ,34,34,"9,996","18,992",319
Kentucky,Owen ,13,13,"1,694","2,969",88
Kentucky,Owsley ,8,8,381,"1,279",26
Kentucky,Pendleton ,12,12,"2,027","3,676",99
Kentucky,Perry ,37,37,"3,444","6,762",169
Kentucky,Pike ,57,57,"9,525","12,665",463
Kentucky,Powell ,11,11,"2,065","2,867",70
Kentucky,Pulaski ,57,57,"5,590","19,862",314
Kentucky,Robertson ,5,5,451,533,31
Kentucky,Rockcastle ,14,14,"1,410","4,757",107
Kentucky,Rowan ,18,18,"4,074","3,907",173
Kentucky,Russell ,16,16,"1,579","5,702",132
Kentucky,Scott ,35,35,"7,712","11,782",236
Kentucky,Shelby ,33,33,"6,871","11,451",218
Kentucky,Simpson ,13,13,"2,775","4,437",97
Kentucky,Spencer ,11,11,"2,519","5,378",152
Kentucky,Taylor ,20,20,"3,165","7,568",127
Kentucky,Todd ,13,13,"1,543","3,336",62
Kentucky,Trigg ,14,14,"2,246","4,189",92
